Assignee,Blockchain ecosystem,Date Created,Description,Impact Area,Logo,Name,preJan20th) Upvotes,Reviewed?,Submitted by (email),Submitted by (name),Submitted by owner?,Subscribed,Topic,Upvotes,Web3
https://skillwallet.id/,Polygon,5/7/2022 11:03 AM,"SkillWallet is a self-sovereign, portable ID based on Skills & Contributions – that unlocks native, role-based Gover- nance for Web3 Communities. Users can immediately prove their Skills & Reputation cross-platform and cross-community – while DAOs can track real human in- teractions directly on-chain, to evaluate the health and growth of the community.",Infrastructure,,SkillWallet,0,checked,,,,,Identity,0,NFT
https://www.socialalphafoundation.org/,,5/7/2022 11:03 AM,"SAF supports the use of blockchain for systems level change, empowering the community to give back and pay forward, amplifying visionary approaches and scalable",Education,,Social Alpha Foundation,2,checked,,,,,Fundraising,0,
https://social-impact-capital.com/,Not applicable,5/7/2022 11:03 AM,A research-driven venture capital firm supporting founders building world-changing companies.,Investing,,Social Impact Capital,0,checked,,,,,"VC,Investing",0,
https://www.socialstack.co/about-socialstack,"Ethereum,Polygon",5/7/2022 11:03 AM,"Socialstack enables community leaders and members to co-create value, while accomplishing impact missions, using Web3. CommunityOS is the easiest way to manage a tokenized community. Use your token to gamify community action through a simple dashboard. Users can  login with email or Web3 wallet, so non-crypto native and crypto native members can easily engage. We empower organizations and creators to tokenize by incentivizing contribution through rewards.",Social justice,,Socialstack,0,checked,,,,,Community,0,dApp
https://solarcoin.org/,Ethereum,5/7/2022 11:03 AM,SolarCoin is a cryptocurrency that incentivizes a solar-powered planet.,Energy,,Solar Coin,0,checked,,,,,Renewables,0,Token
https://www.solid.world/,"Celo,Polygon,Ethereum",5/7/2022 11:03 AM,DAO that funds new high-quality carbon projects to stop the climate crisis. Solid World DAO is a decentralised carbon derivatives marketplace that acquires companies to turn the carbon market on its head. Solid World is a proposed solution to enable high-quality carbon projects to access financing before certification by pre-selling a portion of their carbon credits. Solid World DAO could enable this by providing a protocol-owned liquidity layer that vetted carbon projects can easily pre-sell their credits.,Carbon,solid-world-dao.jpeg (https://v5.airtableusercontent.com/v1/15/15/1675389600000/yk4-JsR9H9EDqxmwJ5Babg/GVVB-F8xrXS0kCM3WBi8ryvuf9tEyb_YtfTVvJ5TIUU-eYDME8iz-Yx7oJxxP2ZqXsZxkoTlCnMtv1uWH0tNvBmYLRuvQ2Vcn1KbEdIeEOM/rKApVkPAOHVSp_Jlf6-hk9vk9QF4ylnzMe7X_VI_suM),"Solid World 
",29,checked,,,,,"Fundraising,Investing",0,DAO
https://sovereignnature.com/,"Ethereum,Kusama",5/7/2022 11:03 AM,"We strive to reconfigure the intersection between ecology, economy, and emerging technologies in order to open our minds to radical approaches toward sustainability.",Nature,,Sovereign Nature Initiative,0,checked,,,,,"Art,Community",0,
https://spectral.energy/about/,,5/7/2022 11:03 AM,World’s first self-funding cryptocurrency impact project. We are a self-funding charity organisation.,Energy,,Spectral,0,checked,,,,,Renewables,0,dApp
https://suncontract.org/index.html,Ethereum,5/7/2022 11:03 AM,Marketplace for energy consumers,Energy,,Suncontract,0,checked,,,,,Marketplace,0,"Token,dApp"
https://www.sustainablebtc.org/,Energy Web Chain,5/7/2022 11:03 AM,"The Sustainable Bitcoin Standard Protocol aims to propel the Bitcoin network to reach carbon neutrality by 2025, without disrupting the fungibility of bitcoin, and accelerate institutional adoption of the world's largest digital asset. ",Energy,,Sustainable Bitcoin Standard,0,checked,,,,,Mining,0,Oracle
https://blockchainclimate.org/,Not applicable,5/7/2022 11:03 AM,The Blockchain & Climate Institute (BCI) is a progressive think tank providing leading expertise in the deployment of emerging technologies for climate and sustainability actions.,Education,bci.jpeg (https://v5.airtableusercontent.com/v1/15/15/1675389600000/Asb9AI0rvWYP1IeDFoRffQ/qK7cYglgRFDnwsUqrWLSIPViQeZKQgzjiONu0SBdBj-Ov9YzANDFFCIO-U7GL1RcxDBjghcZ_M2xRyV5LWH5qA/9DzGLY0OUfDQ-TceymcjLWm-xG-UygIU43uUDrIbD_k),"The Blockchain & Climate Institute
",4,checked,,,,,"Community,Consulting",0,
https://edendao.io/about,Ethereum,5/7/2022 11:03 AM,"Eden DAO is an NFT focused organization of artists, patrons, collectors, and blockchain engineers who are working to enrich the existing creative practices of artists with emerging blockchain technologies. Utilizing new approaches developed from this intersection of art and technology, we aim to create a more egalitarian economy that offers artists the protection they’ve long been denied by the traditional art world.",Social justice,,The Eden DAO,0,checked,,,,,"Art,inclusion and equality",0,NFT
https://theenergyorigin.com/,,5/7/2022 11:03 AM,TEO turns energy data into secure digital assets through Blockchain technology,Energy,,The Energy Origin,0,checked,,,,,"Renewables,origin & trace",0,
https://thegivingblock.com/,Not applicable,5/7/2022 11:03 AM,"The Giving Block is the #1 crypto donation solution, which provides an ecosystem for nonprofits and charities to fundraise Bitcoin and other cryptocurrencies, be found by crypto donors, receive funds instantly, and become part of a network of crypto media partners to support their missions.",Social justice,,The Givin Block,0,checked,,,,,"Charity,Payments",0,
https://thesunexchange.com/,,5/7/2022 11:03 AM,"Enter Sun Exchange, the world’s first peer-to-peer solar leasing platform. Through Sun Exchange, anyone, anywhere in the world, can own solar energy-producing cells and build wealth by leasing those cells to power businesses and organisations in emerging markets, with installations and maintenance taken care of by one of Sun Exchange’s carefully selected installation partners. We leverage financial innovation and the power of the crowd to drive sustainable energy development and make the environmental, social and economic benefits of solar accessible and affordable for all.",Energy,,The Sun Exchange,0,checked,,,,,"Fundraising,Renewables",0,
https://toucan.earth/,"Celo,Polygon",5/7/2022 11:03 AM,A suite of modular tools and products that make it easy for others to integrate climate finance into web3 products.,Carbon,tc_symbol_OnDark_color.png (https://v5.airtableusercontent.com/v1/15/15/1675389600000/6YD_d5uevJBSEtMWoolwYQ/tdfS2odb9TSNDqId1As3dnaNlOrcxDZGX_qKK8Q31iq97y8dxMYs44ASfhrRWJDBaZH3xDrN1O43GG_W41YG8pYThxxtw7Y2xPJg_5Iqa1yt8DPlHiNStXROkxORTd16/45MrW75W12PnvUBeIrCsdrD5h9Mmq2f2Xe70i8KAJmo),Toucan Protocol,80,checked,,,,,Offsetting,0,"Bridge,Token"
https://www.traseable.com/,,5/7/2022 11:03 AM,"Through blockchain technology, soon a simple scan of tuna packaging using a smartphone app will tell the story of a tuna fish – where and when the fish was caught, by which vessel and fishing method. Consumers will have certainty that they’re buying legally-caught, sustainable tuna with no slave labour or oppressive conditions involved.",Industry,traseable_logo_440.png?fit=440%2C440&ssl=1 (https://v5.airtableusercontent.com/v1/15/15/1675389600000/aYy-IttP-_Arisn-xD7Ojg/JjqQFL2VVz8rY30SCySSptQ-zUVVFTPfIxiZ1nnsLJVA6jr9HDFd-jkYS1E9Tk_2JaJbOITD0dJypU578772Wa-DHNSe432_xU2M26iT-etEOT0eiPCInV6cR182AIQk/pFOyB4ocJt_6LKzcbOHfDsVveXVb11N7FVh74xNifEw),Traseable,0,checked,,,,,"Ocean,Water,Supply Chain,Traceability",0,
https://treedefi.com/,Binance Smart Chain,5/7/2022 11:03 AM,"Our ecosystem allows investors to have a real world impact, and offers the opportunity to offset their CO2 footprint.",Carbon,,Treedefi.com,0,checked,,,,,"Fundraising,Offsetting",0,Token
https://treejer.com/,Ethereum,5/7/2022 11:03 AM,"Each single tree that is collected or funded through Treejer has unique social and environmental impact. Rural planters in high-impact locations plant and maintain our trees. Most of them are located in less developed countries in Latin America, Africa and Middle East. We believe in the open-source and want to make it easy for anyone to build, research or design on top of Treejer protocol. You're invited to build with us!",Investing,,Treejer,0,checked,,,,,Reforestation,0,
https://getumbrel.com/,Bitcoin,5/7/2022 11:03 AM,"Run your personal server with a Bitcoin and Lightning node in your home, self-host open source apps like Nextcloud and Matrix to break away from big tech, and take full control of your data. For free.",Infrastructure,,Umbrel,0,checked,,,,,"Data,Identity",0,
https://www.oxfam.org/en/unblocked-cash-project-using-blockchain-technology-revolutionize-humanitarian-aid,Not applicable,5/7/2022 11:03 AM,"UnBlocked Cash project (UBC) is a blockchain-powered cash transfer solution that is set to tackle this challenge. It is saving costs of distributing aid, reducing delivery times, and bringing more transparency and accountability in the process. It offers an opportunity to improve how aid is delivered without compromising the dignity of beneficiaries.",Social justice,,UnBlocked Cash project (UBC),0,checked,,,,,"Payments,inclusion and equality",0,
https://unchain.io/,,5/7/2022 11:03 AM,Unchain is a charity project created by blockchain activists. Our goal is to break the chain of war. Your support helps us raise and quickly distribute funds for humanitarian needs in Ukraine,Industry,,Unchain,0,checked,,,,,"Supply Chain,Accounting,Traceability",0,
https://unios.world/,Ethereum,5/7/2022 11:03 AM,NFT collectibles project creating personal connections to the planet by  @electriccoffin and non-profits.,Social justice,,"Unions
",0,checked,,,,,Initiative,0,NFT
https://universalcarbon.com/,Ethereum,5/7/2022 11:03 AM,"Introducing Universal Carbon [UPCO2], the world’s first tradable, carbon token available on a public blockchain. When you invest in UPCO2, you invest in sustainably preserving the rainforest, which is good for the planet and your portfolio.",Carbon,,UniversalCarbon,0,checked,,,,,Offsetting,0,Token
https://docs.upala.id/en/latest/,Polygon,5/7/2022 11:03 AM,"Upala is a Proof of personhood system that provides human uniqueness score. User account score is measured in dollars and represents the price of forgery - the price of efforts needed to forge the account. Which is a very reliable metrics for DApps to asses trustworthiness of an account. Your contributions will help us fund our further research, proof-of-concept, and MVP.",Infrastructure,,Upala,0,checked,,,,,Identity,0,dApp
https://uphold.com/en/assets/environmental/buy-upco2,Ethereum,5/7/2022 11:03 AM,Universal Carbon (UPCO2),Carbon,,Uphold,0,checked,,,,,"Offsetting,Investing",0,Token
https://valuesindex.notion.site/valuesindex/Values-Index-792e61d08d0d485f84c9b5e5a64a62b5,Not applicable,5/7/2022 11:03 AM,Values Index believes that data is a public good and we’re on a mission to bring transparency on environmental and social impact in web3.,Infrastructure,,Values Index,0,checked,,,,,"Data,inclusion and equality,Accounting",0,
https://www.vechain.org/,VeChain,5/7/2022 11:03 AM,"VeChain (VET) é uma plataforma blockchain para cadeia de suprimentos. Iniciado em 2015 e lançado em junho de 2016, VeChain tem o objetivo de usar a governança distribuída e a tecnologia da Internet das Coisas (IoT) para criar um ecossistema que resolve alguns dos maiores problemas de gerenciamento na cadeia de suprimentos.",Infrastructure,,VeChain,0,checked,,,,,Consulting,0,"""Blockchain (L1, L2)"""
https://venusenergy.io/,Ethereum,5/7/2022 11:03 AM,VenusEnergy (VENUS),Energy,,Venus Energy.io,0,checked,,,,,"Mining,Investing",0,
https://www.veritree.com/,Cardano,5/7/2022 11:03 AM,"A tree planting management platform developed by tentree, a sustainable apparel company that plants ten trees for every item of clothing sold. Uses blockchain to manage on the ground data and provides the platform free to NGOs.",Nature,HO21_VeritreeLaunch_BlogHero.jpg (https://v5.airtableusercontent.com/v1/15/15/1675389600000/HDqqsM2d1v5Ok0CBL3l-Ug/ma61xyxCiGgmKGBmpjWe1f900dM4kSOCXMzNpI_7Rb_CAAAazG_pjN5RkmQ8EmXjKuAOK_P1VyqPZ6AOpS_sw0xzR30gFFkOfE-Bhn7nfsOhBWnukjzqUFlsL55kkFbg/_RTdVCOJFgtDO0R_TiDXG545DlyovfXTRH0-M0zkhPo),Veritree,4,checked,,,,,"Reforestation,MRV",0,
https://www.vitadao.com/,Polygon,5/7/2022 11:03 AM,"VitaDAO is a community owned collective funding early stage longevity research We discover and fund the most promising longevity research. We are funding early stage research, and try to turn it into biotech companies. Members can join VitaDAO by purchasing VITA tokens  or earning them through contributions of work or Intellectual Property.",Health,,VitaDAO,0,checked,,,,,DeSci,0,"Token,DAO"
https://www.voizdao.xyz/,Not applicable,5/7/2022 11:03 AM,"A fully-functioning gen Z sustainability community with students have joined from 50 universities globally, scalable and self-organizing with squads, pods, leads and decentralized work-flows. ",Education,,VoizDAO,0,checked,,,,,"Community,Media,Accounting,Initiative",0,
https://wildchain.io/,Celo,5/7/2022 11:03 AM,"Brings you closer to cute and endangered animals tAdopt wildlife, plant trees, and support real-world conservation efforts – all within a mobile game. han you ever could have imagined. Wildchain lets you digitally adopt and raise some of earth’s rarest species within a digital sanctuary they can call home.",Nature,,Wildchain.io,0,checked,,,,,"Gaming,Biodiversity",0,"Metaverse,Token"
https://wow.surf/,Binance Smart Chain,5/7/2022 11:03 AM,"Welcome to $WOW. Charity is evolving. Join us on our mission to make our planet a sustainable place in a way that it deserves as we release the world’s first charity based NFT platform and $WOW wallet app. Our planet, Our responsibility.",Social justice,,WOW Surf,2,checked,,,,,Charity,0,Token
https://www.wren.co/,Ethereum,5/7/2022 11:03 AM,Fund research-backed climate solutions,Nature,,Wren,0,checked,,,,,Offsetting,0,Token
https://www.y2123.com/,Ethereum,5/7/2022 11:03 AM,An NFT-GameFi project set in a dystopian future where players play as Citizen Scientists to rebuild Earth. Tokens can be donated to selected NGOs. Led by a team of ex-Grabbers. Advised by a Pew Fellows Marine Biologist.,Investing,,Y2123,0,checked,,,,,"Offsetting,Gaming",0,NFT
https://www.hut8mining.com/,Not applicable,5/7/2022 6:00 PM,High performance computing,Innovation,,Hut 8 Mining,0,checked,,,,,"Mining,Data",0,
https://circulardrives.org/,Chia,5/7/2022 6:11 PM,"e-waste mitigation through secure drive repurposing In a collaboration of global leaders in digital storage, sustainability, and blockchain announced the creation of the Circular Drive Initiative, a joint effort designed to reduce e-waste by promoting and enabling the secure reuse of storage hardware. ",Infrastructure,,"Circular Drive Initiative
",0,checked,,,,,Circular Economy,0,
https://asicjungle.com/,Bitcoin,5/7/2022 6:11 PM,"Asic Jungle is a leading player in the mining hardware space with its brokerage and marketplace services. Founded in 2020, Asic Jungle quickly became one of the largest players in the hardware procurement space, having sold hundreds of thousands of units of bitcoin mining hardware since. We strive to provide our clients with the best possible experience when acquiring ASICs, starting a new mining operation or growing an existing one.",Infrastructure,,Asic Jungle,0,checked,,,,,"Circular Economy,Mining",0,
https://carbon-ratings.com/,Not applicable,5/26/2022 10:43 AM,We provide data on the carbon exposure of investments and business activities in the field of cryptocurrencies and beyond.,Carbon,,Crypto Carbon Ratings Institute,0,checked,,,,,"Data,Accounting",0,
https://goodghosting.com/#/,"Polygon,Celo",6/2/2022 5:02 AM,"GoodGosting is a no-loss DeFi saving game. Users can compete with others to get higher interest rates than when they would save by themselves. We created a shared saving pool smart contract, which plugs into existing Celo DeFi projects (e.g. Moola) to generate interest for all winning players. ",Social justice,,GoodGhostin,0,checked,,,,,"Investing,Reward,Financial Inclusion",0,dApp
https://biscoint.io/buy/btc/eur?amount=500&isQuote=true,Bitcoin,6/2/2022 5:05 AM,Biscoint is working on an out-of-the-box CELO and Celo Dollar hot wallet to be used by projects that require automated processing of withdrawals. They also created a cUSD SPV client written in Typescript.,Infrastructure,,Biscoint DollarSave,0,checked,,,,,Affordability,0,Wallet
https://paychant.com/,Celo,6/2/2022 5:06 AM,Paychant is developing an open source web wallet developed on the Celo blockchain.,Infrastructure,,Paychant,0,checked,,,,,Payments,0,Wallet
https://moola.market/,Celo,6/2/2022 5:06 AM,Democratizing access to credit and yield. Moola is working on algorithmic money markets on Celo.,Infrastructure,,Moola,0,checked,,,,,Financial Inclusion,0,dApp
https://leafglobalfintech.com/,Celo,6/2/2022 5:06 AM,"LeafCelo is developing lenrefugee, a guarantor-backed DeFi lending platform for refugees.",Infrastructure,,"Leaf
",0,checked,,,,,Financial Inclusion,0,Wallet
https://eldorado.io/,Ethereum,6/2/2022 5:06 AM,"El Dorado is building ""the crypto dollar wallet of LATAM. We are reinventing the way financial products and services are designed, especially for people living in unstable economies. We are going to provide all the services a Bank can offer and more. USD savings accounts and P2P payments/exchange. All powered by Open Blockchains.""",Infrastructure,,El Dorado,0,checked,,,,,Financial Inclusion,0,Stablecoin
https://resource.finance/,"Ethereum,Celo",6/2/2022 5:06 AM,Join the regenerative economy. Bankless infrastructure for building circular trade and mutual credit networks,Social justice,,ReSource,0,checked,,,,,Financial Inclusion,0,
https://mugglepay.com/,"Celo,Algorand",6/2/2022 5:06 AM,"MugglePay provides a payment SDK for merchants to accept cryptocurrencies. Mugglepay makes crypto payment easy and thousands of merchants are onboarded with MugglePay SDK. For the Celo Camp 2020, we will integrate with cUSD/CELO for payments on Celo blockchain.",Infrastructure,,MugglePay,0,checked,,,,,Payments,0,"Stablecoin,Wallet"
https://purplepenguin.finance/,Binance Smart Chain,6/2/2022 5:06 AM,Interactive currency and impact NFTs that help save the planet. Enjoy play-to-earn mini-games with $PEBBLE and NFT rewards in a metaverse community called antARTica.,Nature,,"Purple Penguin
",0,checked,,,,,"Gaming,Charity,Community,Biodiversity",0,"NFT,Token,dApp"
https://bloinx.io/,,6/2/2022 5:06 AM,"A decentralized app that helps users to create reliable savings communities by using smart contracts, in a transparent, verifiable, and trustworthy environment. Bloinx is upgrading the way to manage TANDAS, which are rotating, saving, and credit associations, used in Latin American communities.",Investing,,Bloinx,0,checked,,,,,Community,0,dApp
https://symmetric.finance/,"Celo,Gnosis",6/2/2022 6:28 AM,"Symmetric is a fork of Balancer for Celo. Symmetric is open source on GitHub, has a tokenomics model that includes a risk fund protecting traders, is to be DAO controlled and has a roadmap of new features.",Infrastructure,,Symetric,0,checked,,,,,Investing,0,dApp
https://app.santym.com/user/login,Celo,6/2/2022 6:32 AM,Santym is a platform that allows Africans to have access to U.S Banking with crypto integration. Santym's available on GitHub. Santym is currently working on an African Stablecoin Exchange that allows continental currencies to be easily swapped on celo's blockchain.,Social justice,,Santym,0,checked,,,,,"Community,Currency,Local",0,
https://raregems.io/,"Celo,Avalanche,Gnosis,Fantom",6/2/2022 6:33 AM,"Non-custodial multichain NFT marketplace, connected to Celo",Infrastructure,,Rare Gems,0,checked,,,,,"Marketplace,Art,Community",0,"NFT,dApp"
https://ribon.io/,Celo,6/2/2022 6:37 AM,"Ribon is a decentralized donation platform that allows donors to become promoters and, by doing so, encourages others to join them in a global culture of giving. This way it’s possible to increase donations to charities, promote a culture of giving in the world and make people happier. ",Social justice,,Ribon,0,checked,,,,,"Charity,Community,Fundraising",0,dApp
https://valoraapp.com/es,Celo,6/2/2022 8:43 AM,"The crypto wallet with 12% rewards to buy, send, spend, earn, and collect NFTs on the Celo blockchain.",Infrastructure,,Valora,0,checked,,,,,"Payments,Financial Inclusion",0,"Wallet,dApp,NFT"
https://www.defiforthepeople.org/,Celo,6/2/2022 8:46 AM,"We’re making decentralized finance open and accessible to 6 billion smartphone users around the world. Built on Celo, the new initiative counts Aave, Curve, Sushi, PoolTogether, 0x, UMA, Valora, Ubeswap, and Moola Market among its founding partners. Education and infrastructure partners include Chainlink, RabbitHole, The Graph and Wrapped.com. ",Social justice,,DeFi for the People,0,checked,,,,,"Community,Investing,Financial Inclusion,inclusion and equality,Initiative",0,
https://www.thesphere.as/,Not applicable,6/2/2022 8:58 AM,A new model for funding performing arts.,Social justice,,The Spjere,0,checked,,,,,"Art,Community,Governance,Fundraising",0,"DAO,NFT,dApp"
https://clabs.co/,Celo,6/2/2022 9:02 AM,Building decentralized platforms to support stablecoins and tokenized assets optimized for mobile phones.,Investing,,cLabs,2,checked,,,,,"Community,Financial Inclusion,Initiative",0,
https://medium.com/@saberteam,"Solana,Celo",6/2/2022 9:12 AM," Celo-bridged liquidity pool in partnership with Allbridge. The Celo Dollar (cUSD) is Celo’s native USD stablecoin, backed by a diversified portfolio of crypto reserves. Allbridge provides the bridging solution connecting Layer 1 networks including Celo to Solana, and Saber is proud to be a liquidity hub bringing the growing supply of $65m cUSD to Solana. ",Infrastructure,,Saber,3,checked,,,,,Investing,0,
https://beefy.finance/#moo!,"Solana,Polygon,Avalanche,Harmony,Arbitrum",6/2/2022 9:13 AM,The multichain yield optimizer,Infrastructure,,Beefy Finance,2,checked,,,,,Investing,0,"dApp,Oracle,Token"
https://www.wetrust.io/,Ethereum,6/2/2022 9:26 AM,"WeTrust is a collaborative savings, lending and insurance platform that is autonomous, agnostic, frictionless, and decentralized. WeTrust utilizes the Ethereum blockchain to create a full-stack alternative financial system that leverages existing social capital and trust networks, eliminating the need for a “trusted third party”, allowing for lower fees, improved incentive structures, decentralized risks, allowing a greater amount of capital to reside among the participants, and ultimately improving financial inclusion on a global scale.",Social justice,,WeTrust,0,checked,,,,,"Identity,Investing,Fundraising,inclusion and equality",0,dApp
https://kotanipay.com/,Celo,6/2/2022 9:28 AM,"We offer affordable last-mile pay-out services to blockchain businesses. Connect your dapp, wallet or blockchain network to local payment channels in Africa.",Infrastructure,,Kotani Pay,0,checked,,,,,"Payments,Community,Financial Inclusion",0,"dApp,Wallet"
https://cryptio.co/,Not applicable,6/2/2022 9:30 AM,Cryptio is compliant with major data and privacy regulations and built to meet accounting standards.,Infrastructure,,Cryptio,0,checked,,,,,"Accounting,Legal,Financial Inclusion",0,dApp
https://kitefinancial.io/,Not applicable,6/2/2022 9:37 AM,"With the Kite Financial wallet, you can buy Bitcoin, Ethereum, USDT in a few simple steps, trade bitcoin with peers, store, send, receive, and spend your bitcoin on airtime, Tv subscription, electricity and lots more. Download the app and unlock a new level of financing with the first in market USSD powered wallet. Pay for TV subscriptions, electricity, mobile airtime and more with Bitcoin. Use Bitcoin for paying bills quickly and easily at the best price. ",Infrastructure,,Kite Financial,0,checked,,,,,"Community,Payments,Investing,Financial Inclusion",0,Wallet
https://plastiks.io/,Celo,6/2/2022 9:43 AM,Plastiks is a recovery-guarantee marketplace enabling sponsorship of projects reducing plastic waste. We connect companies and individuals working to make a difference to the environment.,Industry,,Plastiks,3,checked,,,,,"Community,Circular Economy",0,"dApp,NFT"
https://stepn.com/,Solana,6/2/2022 3:31 PM,"STEPN is a Web3 lifestyle app with Social-Fi and Game-Fi elements. Users equipped with NFT Sneakers – walk, jog or run outdoors to earn GST, which can be used to level up and mint new Sneakers.",Health,,Stepn,2,checked,,,,,"Community,Gaming,Marketplace,Move-to-earn",0,"dApp,NFT"
https://www.thallo.io/,Ethereum,6/7/2022 3:53 AM,"Created by veteran blockchain entrepreneurs and climate tech professionals, thallo fills a major gap in today’s voluntary carbon market by using blockchain technology to revolutionize and democratize the way individuals and businesses buy, sell and trade carbon offsets.",Carbon,,Thallo,0,checked,,,,,"Marketplace,Offsetting",0,dApp
https://www.thrivecoin.com/,,6/9/2022 4:49 AM,"ThriveCoin is a community of DAO builders who propose to help communities thrive, one DAO at a time. The focus of the project is on building technology, relationships, and insights.",Social justice,,Thrivecoin,0,checked,,,,,"Community,Consulting,inclusion and equality",0,"DAO,Token"
https://www.ivyprotocol.com/,,6/9/2022 6:02 AM,Ivy connects pre-certified carbon offset projects with offset buyers.,Carbon,,Ivy Protocol,2,checked,,,,,"Fundraising,Biodiversity,Community,Offsetting,Governance",0,"dApp,NFT"
https://coolpoints.club/impact/,,6/9/2022 6:09 AM,Cool Points Club creates scaleable climate initiatives that generate funds to help scale emerging carbon removal technologies.,Carbon,,Cool Points Club,0,checked,,,,,"Biodiversity,Offsetting,Community",0,
https://sweatco.in/,Near,6/9/2022 6:12 AM,"Sweatcoin is a free app that rewards your daily steps with a coin that you can spend on products , donate to charity or convert into the SWEAT coin that will be released in September.",Health,,Sweat Coin,0,checked,,,,,"Gaming,Move-to-earn,Reward",0,"dApp,Token"
https://www.meta-carbon.com/,,6/14/2022 5:43 AM,"Our platform enables individuals and corporations to reduce their carbon footprint and protect endangered species and habitats, while providing transparent proof of impact for every dollar deployed. ",Carbon,,"Meta Carbon
",0,checked,,,,,"Community,Biodiversity,Offsetting,Move-to-earn",0,NFT
https://www.genopets.me/,Solana,6/14/2022 7:25 AM,"Genopets is the first Move-to-Earn mobile RPG that rewards you for exercising your body, mind, and spirit through the care of your digital familiar. Transform your physical movement and cognitive exertion into in-game progression to upgrade and evolve your Genopet NFT. As you customize your Genopet in your likeness, you’ll find that it’s as rare and valuable as you are.",Health,,GenoPets,2,checked,,,,,"Gaming,Marketplace,Move-to-earn,Reward",0,"NFT,Metaverse,Token"
https://brokoli.network/es,"Ethereum,Binance Smart Chain",6/22/2022 11:52 AM,"A green metaverse in the plant to earn model, where you offset your carbon footprint and receive rewards.",Infrastructure,,Brokoli Network,2,checked,,,,,"Biodiversity,Community,Gaming,Offsetting,Reforestation,Reward",0,"Metaverse,dApp,NFT,DAO"
https://h2o-securities.com/,Binance Smart Chain,7/8/2022 10:16 AM,H20 Securities is a division of Exchange Trust Settlement Services (Pty) Ltd (ETSS) that developed the H2O Water Network and H2ON Token strategy within blockchain technology that empowers global participation and enables people around the world to actively participate in deploying more water infrastructure projects and connected services.,Nature,,H20 Securities,0,checked,,,,,"Water,Fundraising",0,Token
https://climatefutures.io/1planet-blockchain/,"Ethereum,Polygon",7/8/2022 10:39 AM,Broker to bring offsets on-chain and sell them as a 1Planet token with a web2 type login.,Carbon,1PLANET_marketplace_round.png (https://v5.airtableusercontent.com/v1/15/15/1675389600000/SXkgOcQWdH_6Tx8718xB6g/Fbf8-rfGhE3LxLvWWpg5bT_XwmLzyP1ywXIm8Em4AK7Nxq-7WKavG4VIP7_hllVOW8bNl588qjioB9gOAubONykRlidG-D5VSGEHrqaX-V3JYppupsI4AXplHTWKp06m/UqPZ0j3ohAM_JZGESqzMt2aUCYGBs_U2RErO8734_RM),1Planet,16,checked,,,,,"Biodiversity,Accounting,Offsetting",0,Token
www.1931.io,,7/8/2022 10:39 AM,We are sustainable crypto mining company. We have developed several projects for small and large investors alike. All our projects are powered by 100% renewable energy in the heart of the Andes Mountains.,Energy,,1931.io,6,checked,,,,,Renewables,0,NFT
https://ab-ar.art/,Ethereum,7/8/2022 10:39 AM,NFT project of 3d trees and plants that plant 1 tree/plant for every nft tree/plant minted.,Nature,,Absurd Arboretum,3,checked,,,,,"Gaming,Reforestation",0,NFT
https://www.acredaos.com/,"Regen Network,Stargaze",7/8/2022 10:39 AM,An NFT collection of 4840 square yard cut-out blocks of nature with ALL proceeds from the sale going to Ogallala Life to fund ground water recharge.,Nature,,Acre DAO,2,checked,,,,,Fundraising,0,DAO
https://dao.allforclimate.earth,,7/8/2022 10:39 AM,"AllforClimate is a decentralised network of grassroots collectives. We support active citizens to start contributing to a sustainable world by providing a common infrastructure and actively bridging the gap between citizens, institutions and web3.",Social justice,all4climate.jpeg (https://v5.airtableusercontent.com/v1/15/15/1675389600000/3BRR3ZbT_jgvyeVCiZqm2g/cKzEl_iDmACPoYbncm868g-eKSNfis395hxdnNao0oekNfWPB4oOKprdxbLsM8pmJakpU_neXQOwmkQm6rukoTOwAzT3ANmJA1y4ToG1db4/xNMJftp9zrXJen6pfVChYAzU6nSOYu69-xAbdVILKuc),All for Climate DAO,4,checked,,,,,"Fundraising,Local,Art,Reforestation",0,DAO
https://alliedoffsets.com/,Not applicable,7/8/2022 10:39 AM,We are the world’s first aggregated data source for the voluntary carbon market. We've built an API that allows ReFis to better understand the market and pull in the necessary data to make their initiatives succeed.,Carbon,image.png (https://v5.airtableusercontent.com/v1/15/15/1675389600000/1E7vf0__Nq6UiUBp6PRzbg/lIl-6mH1twNeRH3fIRSeLCc0d7IpOUm8gGWwfIStahqbEm_5s1p-5AtBoJhdxcr7sJfqvb27kFiW45Q-uboH3O_2jJaLunFjrzJ6TRlHfOw/c_poCbAgzWhsFySfjsqS12-YEJAkSLXSNA8NdVpXlSM),AlliedOffsets,2,checked,,,,,"MRV,Offsetting",0,
